Seating Interest (Sidewalk/Roadway/Both),Restaurant Name,Bulding Number,Borough,Postcode,Business Address,Latitude,Longitude
sidewalk,Silk Hookah Lounge,192-08,Queens,11358,"192-08  Northern Boulevard, Queens, NY",40.757844,-73.789233
both,Mr Fulton,"156a, 156",Brooklyn,11201,"156a, 156 Lawrence st, Brooklyn, NY",,
sidewalk,Elsewhere Espresso,335,Manhattan,10003,"335  East 6th Street, Manhattan, NY",40.727015,-73.9876
roadway,SUSHI SENNIN,30 East,Manhattan,10016,"30 East 33rd St, Manhattan, NY",40.746983,-73.983193
sidewalk,Emma's Torch,345,Brooklyn,11231,"345 Smith Street , Brooklyn, NY",40.680141,-73.99492
both,Los Mariachis Mexican Restaurant,805,Brooklyn,11218,"805  Coney Island Ave, Brooklyn, NY",40.637776,-73.96835
sidewalk,The Beerkeeper,5815,Queens,11377,"5815  Woodside Avenue , Queens, NY",40.745604,-73.906284
sidewalk,Rinconcito Tepeyac,381E,Bronx,10454,"381E 138th Street, Bronx, NY",40.809338,-73.923414
sidewalk,Rinconcito Tepeyac,381 E,Bronx,10454,"381 E 138th street , Bronx, NY",40.809338,-73.923414
roadway,Peter Luger Steak House,178,Brooklyn,11211,"178  Broadway, Brooklyn, NY",40.709987,-73.962513
both,Noche Mexicana No. 2,842,Manhattan,10025,"842  West 101 st street, Manhattan, NY",,
both,TOURNESOL RESTAURANT,5012,Queens,11101,"5012 VERNON BLVD, Queens, NY",40.74257,-73.954176
sidewalk,The KOVA,1775B,Staten Island,10306,"1775B Richmond road, Staten Island, NY",40.587227,-74.103773
both,BIRDS OF A FEATHER,172,Brooklyn,11211,"172 N 1ST STREET, Brooklyn, NY",40.714589,-73.960295
both,New Grand Buffet,3445,Queens,11101,"3445 48th Street, Queens, NY",40.752637,-73.914885
both,Ding Hot Pot & BBQ,234,Manhattan,10036,"234 W48th St., Manhattan, NY",40.760454,-73.985655
both,Parrilladas Sunrise Bar Corp,83-11,Queens,11372,"83-11 Northern Blvd, Queens, NY",40.755687,-73.884234
sidewalk,Kouzan,685,Manhattan,10025,"685 Amsterdam Ave, Manhattan, NY",40.792296,-73.971639
sidewalk,ADDEO'S OF THE BRONX,1056,Bronx,10461,"1056 MORRIS PARK AVE., Bronx, NY",40.848938,-73.854381
both,chungkiwa restaurant,4006 74st,Queens,11373,"4006 74st 74th st, Queens, NY",,
sidewalk,Caffe Storico,2,Manhattan,10024,"2  W 77th St, Manhattan, NY",40.779589,-73.973865
both,Urubamba,86-20,Queens,11372,"86-20 87 street and 37th ave, Queens, NY",,
both,Yupdduk,157-22,Queens,11354,"157-22 157-22 northern blvd, Queens, NY",,
both,The Supply House,1647,Manhattan,10028,"1647 Second Ave, Manhattan, NY",40.777512,-73.952018
both,Little thai kitchen,231,Manhattan,10022,"231  East 53 rd street , Manhattan, NY",,
both,Vinny’s of Carroll Gardens,295,Brooklyn,11231,"295 Smith street , Brooklyn, NY",40.681928,-73.993705
both,Anyway Cafe,34,Manhattan,10003,"34  East 2nd street , Manhattan, NY",40.725119,-73.990768
both,MEAT,123,Brooklyn,11213,"123 KINGSTON AVE, Brooklyn, NY",40.675759,-73.941586
both,La Mercerie,53,Manhattan,10013,"53  Howard Street, Manhattan, NY",40.720193,-74.001948
both,WOODBINES,4710,Queens,11101,"4710 VERNON BLVD, Queens, NY",40.745149,-73.953301
both,TINY SHANGHAI,122,Manhattan,10013,"122 Mulberry Street, Manhattan, NY",40.717838,-73.998117
both,KENT ALE HOUSE,51,Brooklyn,11249,"51 KENT AVE, Brooklyn, NY",40.722447,-73.959425
both,Bay Ridge Diner,8017,Brooklyn,11209,"8017 5th Avenue, Brooklyn, NY",40.625586,-74.024223
sidewalk,Island Rotisserie Chicken,400,Staten Island,10301,"400 Bay St., Staten Island, NY",40.63245,-74.075716
both,EL ZOCALO GRILL,40-10,Queens,11373,"40-10 83rd Street, Queens, NY",40.747614,-73.882984
both,Blossom on Columbus,507,Manhattan,10024,"507 Columbus Ave, Manhattan, NY",40.78546,-73.97291
both,La Fe Bakery & Coffee Shop,39-08a,Queens,11377,"39-08a 64th street, Queens, NY",40.746197,-73.899949
both,Totto Ramen Hell's Kitchen,464,Manhattan,10019,"464  West 51st Street, Manhattan, NY",40.764833,-73.990224
both,Dongwon Sushi & Tuna,41-19,Queens,11358,"41-19 41-19 162nd st, Queens, NY",,
both,Angeletto Restaurant,890,Manhattan,10017,"890   2nd Ave , Manhattan, NY",40.753252,-73.969689
both,Donna Margherita,1304a,Manhattan,10065,"1304a 2nd Avenue, Manhattan, NY",40.76658,-73.959972
both,HANBAT,53 West,Manhattan,10001,"53 West 35th Street, Manhattan, NY",40.749876,-73.985899
both,HYO DONG GAK,51 WEST,Manhattan,10001,"51 WEST 35TH STREET, Manhattan, NY",40.749854,-73.985845
sidewalk,Hana Noodle station,445,Brooklyn,11201,"445  albee square west C47, Brooklyn, NY",40.690833,-73.983452
both,Goldmine Cafe,5578,Bronx,10463,"5578  Broadway, Bronx, NY",40.878996,-73.904721
both,Coffee Spot,679,Brooklyn,11238,"679 Classon Avenue, Brooklyn, NY",40.677046,-73.959279
both,LA CANTINA MEX BAR & LOUNGE CORP,2467,Bronx,10458,"2467  ARTHUR AVE, Bronx, NY",40.857016,-73.886331
sidewalk,Pizzeria Uno Chicago Bar & Grill,37-11,Queens,11101,"37-11 35th Avenue, Queens, NY",40.755802,-73.923519
sidewalk,cha pa's noodles and grill,314,Manhattan,10019,"314  314 w 52nd st, Manhattan, NY",,
both,Kushi Kushi Yaki,FRNT 1,Manhattan,10001,"FRNT 1 2 W 32nd Street, Manhattan, NY",,
roadway,Candle Cafe,200,Manhattan,10021,"200 3 avenue, 74 st, 75 st, Manhattan, NY",40.735601,-73.985512
both,Uncle Pauls Pizza & Cafe,70,Manhattan,10017,"70 Vanderbilt Ave, Manhattan, NY",40.754667,-73.976755
roadway,Candle Cafe,1307,Manhattan,10021,"1307  3 avenue, 74 st, 75 st, Manhattan, NY",40.771553,-73.959272
sidewalk,LOS TRES HERMANOS POTRILLOS INC,111 16,Queens,11368,"111 16  ROOSEVELT AVENUE, Queens, NY",40.751669,-73.855493
sidewalk,Sunac Natural Market,600 West,Manhattan,10036,"600 West 600 West 42nd street, Manhattan, NY",,
both,Taqueria Sofia Mexican Restaurant,187,Brooklyn,11221,"187  suydam st, Brooklyn, NY",40.700019,-73.925801
both,NYC Famous Chicken,3367,Brooklyn,11208,"3367 Fulton Street , Brooklyn, NY",40.683871,-73.871447
sidewalk,Wafels & Dinges,15,Manhattan,10009,"15 E 2nd Street, Manhattan, NY",40.725341,-73.991352
both,ETC eatery,341,Manhattan,10016,"341  5th avenue, Manhattan, NY",40.748023,-73.984849
sidewalk,Wafels & Dinges,15,Manhattan,10009,"15  Avenue B, Manhattan, NY",40.721943,-73.983484
both,Upstate Craft Beer and Oyster Bar,95,Manhattan,10003,"95 First ave, Manhattan, NY",40.726247,-73.986283
both,Totto Ramen Midtown East,248,Manhattan,10022,"248 East 52nd Street, Manhattan, NY",40.756603,-73.968749
both,Aroma Brazil Restaurant,7513,Queens,11372,"7513 Roosevelt Avenue, Queens, NY",40.746973,-73.890283
both,Stolovaya,813,Brooklyn,11223,"813  Ave U, Brooklyn, NY",40.598134,-73.962817
both,PARIS CAFE,119,Manhattan,10038,"119 SOUTH STREET, Manhattan, NY",40.706938,-74.001944
both,Employees Only,510,Manhattan,10014,"510 Hudson, Manhattan, NY",,
sidewalk,Pizza Port,135-15B,Queens,11420,"135-15B  Lefferts Blvd., Queens, NY",40.670269,-73.820951
both,Peacefood Cafe,460,Manhattan,10024,"460 Amterdam Avenue, Manhattan, NY",,
both,NEW SHANGHAI DELUXE,50,Manhattan,10013,"50 MOTT STREET, Manhattan, NY",40.715535,-73.998539
both,The Gutter,200,Brooklyn,11249,"200 North 14th St., Brooklyn, NY",40.72289,-73.955488
roadway,Black Swan,1048,Brooklyn,11205,"1048 Bedford Avenue, Brooklyn, NY",40.689105,-73.955067
both,Ramen Goku,435,Manhattan,10016,"435 Park Ave S, Manhattan, NY",40.744321,-73.983338
both,SHILINXIANGSEAFOOD RESTAURANT,13532,Queens,11354,"13532  40TH ROAD, Queens, NY",40.758856,-73.830116
roadway,La Canoa Inc,651,Queens,11385,"651  ONDERDONK AVE, Queens, NY",40.704533,-73.908127
roadway,Rose Bakery,160,Manhattan,10016,"160  30th street, Manhattan, NY",,
both,MORENA RESTAURANT,2151,Bronx,10453,"2151 JEROME AVE, Bronx, NY",40.855853,-73.905528
both,Cha Cha Matcha,373,Manhattan,10013,"373  Broome Street , Manhattan, NY",40.720256,-73.996237
sidewalk,Lamoon,8140,Queens,11373,"8140 Broadway, Queens, NY",40.74317,-73.883425
both,Blockheads,954,Manhattan,10022,"954 Second Avenue, Manhattan, NY",40.755211,-73.968269
both,Ratan & sona inc,37 66,Queens,11372,"37 66 74st, Queens, NY",40.747177,-73.891506
both,Taqueria Tlaxcalli,2103,Bronx,10462,"2103 Starling Ave , Bronx, NY",40.836077,-73.854941
both,Branded Saloon,603,Brooklyn,11238,"603 Vanderbilt Avenue, Brooklyn, NY",40.679286,-73.968262
roadway,Fusion Minimarket,Store 2,Queens,11103,"Store 2 38-12 30th Ave, Queens, NY",,
both,CHRIS ONE FLAVOR RESTAURANT,11515,Queens,11419,"11515 LIBERTY AVENUE, Queens, NY",40.685776,-73.827518
both,Cardamom Indian Cuisine,4345,Queens,11104,"4345  43rd Street, Queens, NY",40.744495,-73.921265
sidewalk,SHILINXIANG SEAFOOD RESTAURANT,13532,Queens,11354,"13532 40TH ROAD, Queens, NY",40.758856,-73.830116
both,TRATTORIA TRA DI NOI,633,Bronx,10458,"633 East 187th Street, Bronx, NY",40.85506,-73.886558
sidewalk,Pata cafe corp,5614,Queens,11373,"5614  Van horn street , Queens, NY",40.732775,-73.876927
both,Zona Rosa Taqueria,6021,Queens,11377,"6021  39th ave Woodside, Queens, NY",40.747366,-73.903314
both,Coast and Valley,587,Brooklyn,11222,"587 Manhattan Ave, Brooklyn, NY",40.722907,-73.9503
both,GU Japanese Fusion Sushi and Bar,155,Manhattan,10022,"155 East 52nd street , Manhattan, NY",40.757518,-73.970882
roadway,Trattoria Casa Di Isacco,536,Manhattan,10018,"536 ninth avenue, Manhattan, NY",40.756904,-73.993727
sidewalk,Baresha Cafe,180,Manhattan,10014,"180  Varick , Manhattan, NY",,
both,Spy C Cuisine Inc,72-06,Queens,11357,"72-06 Austin Street, Queens, NY",40.719198,-73.842306
sidewalk,CHOOCHOOCUTS,141,Brooklyn,11201,"141 MONTAGUE, Brooklyn, NY",,
both,ST ENDS,667,Brooklyn,11238,"667 Franklin Avenue, Brooklyn, NY",40.67565,-73.956158
both,Cha Cha Matcha,327,Manhattan,10012,"327 Lafayette Street , Manhattan, NY",40.725611,-73.994895
both,Cha Cha Matcha,1158,Manhattan,10001,"1158 Broadway , Manhattan, NY",40.744489,-73.988513
both,J.A.E L E.R Restaurant Corp,3533,Manhattan,10031,"3533 Broadway, Manhattan, NY",40.826206,-73.950624
both,Deja Vu Sports Bar and Restaurant,297,Staten Island,10302,"297 Port Richmond ave, Staten Island, NY",40.634319,-74.135862
sidewalk,Honeybrains,372,Manhattan,10012,"372 Lafayette Street, Manhattan, NY",40.727139,-73.993766
sidewalk,Minitalia Pizzeria,66-25,Queens,11385,"66-25 Fresh Pond Road , Queens, NY",40.70821,-73.89786
both,quiet bar restaurant,535,Bronx,10457,"535 east tremont av, Bronx, NY",40.846623,-73.895923
both,KANG TONG BBQ,14920,Queens,11355,"14920 41ST AVE., Queens, NY",40.762239,-73.815206
both,LA CUEVA FONDA RESTAURANTE,961,Bronx,10455,"961 LEGGETT AVENUE, Bronx, NY",40.815299,-73.900214
both,BQE Cafe Billiards Inc.,70-02,Queens,11372,"70-02 34 ave. , Queens, NY",40.752569,-73.896038
both,Burgerim,318,Brooklyn,11249,"318  Bedford Ave, Brooklyn, NY",40.713533,-73.961926
both,Huertas,107,Manhattan,10003,"107 1st Avenue, Manhattan, NY",40.726719,-73.98594
both,El Pollo Inka Peru,89-20,Queens,11416,"89-20 101 Avenue, Queens, NY",40.682871,-73.850875
both,BALLATOS RESTAURANT CORP,55,Manhattan,10012,"55 EAST HOUSTON STREET, Manhattan, NY",40.724724,-73.994292
both,TSUKUSHI  RESTAURANT,357E,Manhattan,10022,"357E 50TH STREET, Manhattan, NY",40.754335,-73.967216
sidewalk,LOS TRES POTRILLOS RESTAURANT BAR INC,1004,Brooklyn,11232,"1004  4TH AVENUE , Brooklyn, NY",40.652701,-74.006101
sidewalk,LOS TRES POTRILLOS RESTAURANT BAR INC,1004,Brooklyn,11232,"1004 4TH AVENUE , Brooklyn, NY",40.652701,-74.006101
both,Fish in a flash,143 East,Bronx,10467,"143 East  Gunhill Road , Bronx, NY",40.881222,-73.878764
both,El Nuevo Taino Restaurant Corp.,2228,Manhattan,10032,"2228 Amsterdam Avenue , Manhattan, NY",40.841451,-73.935773
both,Andrews classic roadside hamburger,445,Brooklyn,11201,"445  445 Albee Square West, Brooklyn, NY",,
both,El Bukanitas,6014,Brooklyn,11219,"6014  new utrecht avenue , Brooklyn, NY",40.627526,-73.996603
both,Shanghai Asian Cuisine,14-18,Manhattan,10013,"14-18 Elizabeth Street, Manhattan, NY",40.715842,-73.997406
roadway,Tropical sensation,953,Manhattan,10025,"953 Amsterdam Avenue  , Manhattan, NY",40.800935,-73.965333
both,San Aroy Thai Kitchen,29-06,Queens,11105,"29-06  23rd ave, Queens, NY",40.774948,-73.913712
sidewalk,HUATULCO SPORTS BAR,369,Brooklyn,11232,"369 36th street, Brooklyn, NY",40.654779,-74.005179
both,Rhythm & Booze,1674,Brooklyn,11215,"1674 10th Avenue, Brooklyn, NY",40.657637,-73.979391
sidewalk,Sushi Daizen,47-38,Queens,11101,"47-38 Vernon Blvd , Queens, NY",40.744601,-73.953489
sidewalk,Blue Bottle Coffee Gramercy,257,Manhattan,10010,"257 Park Ave S, Manhattan, NY",40.738574,-73.987536
both,Pronto Cafe,3105,Brooklyn,11210,"3105 Ave H, Brooklyn, NY",40.63173,-73.94633
both,Slush Astoria,3605,Queens,11103,"3605 30 Ave, Queens, NY",40.76496,-73.917241
both,LE BATEAU IVRE,230,Manhattan,10022,"230 E 51 ST., Manhattan, NY",40.756101,-73.969503
both,Hernandez,200,Manhattan,10014,"200 Varick, Manhattan, NY",,
both,TAMPOPO RAMEN,2020-01-15T00:00:00.000,Manhattan,10033,"1-15  BENNETT AVE, Manhattan, NY",40.850583,-73.936582
both,Pelicana Chicken,641,Manhattan,10036,"641 10th ave, Manhattan, NY",40.761819,-73.993889
both,hell's chicken,641,Manhattan,10036,"641 10th ave, Manhattan, NY",40.761819,-73.993889
both,Skyview Diner,2365,Bronx,10462,"2365 Westchester Avenue , Bronx, NY",40.836586,-73.846942
sidewalk,Arirang Hibachi Steakhouse,8812-8814,Brooklyn,11209,"8812-8814 4th Avenue, Brooklyn, NY",40.621111,-74.029052
sidewalk,PIZZA PALACE,2929,Queens,11105,"2929 DITMARS BLVD, Queens, NY",40.77672,-73.911522
roadway,Caféine,2124,Manhattan,10026,"2124 8th ave, Manhattan, NY",40.803561,-73.955987
both,PIZZA PALACE,2929,Queens,11105,"2929 DITMARS BLVD, Queens, NY",40.77672,-73.911522
both,PIZZA PALACE,2929,Queens,11105,"2929 DITMARS BLVD, Queens, NY",40.77672,-73.911522
both,Daily Provisions,375,Manhattan,10024,"375  Amsterdam Avenue, Manhattan, NY",40.78237,-73.97888
both,"Shanghai 21, Inc",21,Manhattan,10013,"21 Mott Street, Manhattan, NY",40.714371,-73.998784
sidewalk,McCabe's Bar Car,39-15,Queens,11358,"39-15  192 street, Queens, NY",40.761345,-73.789889
sidewalk,Cestras pizza 3,44,Bronx,10461,"44 Westchester sq, Bronx, NY",40.84222,-73.844016
sidewalk,Mariner’s Inn,3501,Brooklyn,11234,"3501  Avenue S, Brooklyn, NY",40.609347,-73.931977
roadway,Variety Coffee Roasters,1269,Manhattan,10028,"1269 Lexington Ave, Manhattan, NY",40.779092,-73.95587
both,Skinny Dennis,152,Brooklyn,11211,"152 Metropolitan Ave., Brooklyn, NY",40.71605,-73.962141
both,"COCOHODO, INC",15807,Queens,11358,"15807 NORTHERN BLVD, Queens, NY",40.763448,-73.807156
roadway,The wilky,108,Brooklyn,11221,"108 PATCHEN AVENUE, Brooklyn, NY",40.688059,-73.927101
both,ANDYS RESTAURANT,2262,Manhattan,10035,"2262 3RD AVENUE, Manhattan, NY",40.802496,-73.93671
both,George & Jacks Taproom,103,Brooklyn,11211,"103 Berry Street, Brooklyn, NY",40.719101,-73.958496
both,Sidecar,560,Brooklyn,11215,"560 Fifth Avenue, Brooklyn, NY",40.665269,-73.989572
sidewalk,Rocka Rolla,486,Brooklyn,11211,"486 Metropolitan Ave, Brooklyn, NY",40.714057,-73.952576
both,Rincon Latino 103 Restaurant Corp,3912,Queens,11368,"3912  103 street, Queens, NY",40.750479,-73.863021
both,HORSES AND DIVORCES,285,Brooklyn,11211,"285 Bedford Ave, Brooklyn, NY",40.714145,-73.961507
both,Villa Brasil Corp,4316,Queens,11101,"4316 34th Avenue, Queens, NY",40.75545,-73.918264
both,Bunch-O-Bagels,361,Brooklyn,11213,"361 Troy Avenue, Brooklyn, NY",40.666048,-73.93693
both,DO OR DIVE,1108,Brooklyn,11216,"1108 Bedford Ave, Brooklyn, NY",40.686816,-73.954611
roadway,The Straliner,1446,Brooklyn,11237,"1446 myrtle ave, Brooklyn, NY",40.698954,-73.916873
openstreets,Michaelangelo's Brick Oven Inc,2477,Bronx,10458,"2477 Arthur Ave, Bronx, NY",40.857173,-73.886197
roadway,"Nuevo Rancho Latino Restaurant, Inc.",3708,Queens,11368,"3708 103 street, Queens, NY",40.75286,-73.86425
both,Bonjour Crepes & Wine,1442,Manhattan,10128,"1442  Lexington Avenue, Manhattan, NY",40.78444,-73.951988
sidewalk,CHOPT CREATIVE SALAD COMPANY,341,Manhattan,10024,"341 Amsterdam Avenue, Manhattan, NY",40.78124,-73.979703
both,Regular Visitors,149,Brooklyn,11201,"149  Smith Street, Brooklyn, NY",40.686626,-73.990521
both,Nisi,250,Manhattan,10036,"250 West 47th Street, Manhattan, NY",40.759892,-73.986276
both,Bonjour Crepes & Wine,1585,Manhattan,10028,"1585 2nd Avenue, Manhattan, NY",40.77549,-73.953496
roadway,Malai,268,Brooklyn,11231,"268 Smith Street, Brooklyn, NY",40.682671,-73.993225
both,Bread N Wine,1417,Manhattan,10128,"1417 Lexington Avenue, Manhattan, NY",40.783694,-73.952508
sidewalk,D&D Coffee Shop,4508,Brooklyn,11219,"4508 Fort Hamilton Parkway, Brooklyn, NY",40.640196,-73.994952
roadway,Upside Pizza,598,Manhattan,10018,"598  8th Avenue, Manhattan, NY",40.755235,-73.991236
sidewalk,MyMoon,184,Brooklyn,11211,"184  North 10th Street, Brooklyn, NY",40.719004,-73.95517
sidewalk,Little Italy pizza,11,Manhattan,10007,"11 Park place, Manhattan, NY",40.712828,-74.008296
both,The Montauk Club,25,Brooklyn,11217,"25 8th Avenue, Brooklyn, NY",40.674859,-73.972014
sidewalk,Corky’s Diner,2537,Bronx,10468,"2537 Grand Concourse , Bronx, NY",40.863317,-73.89649
both,International Coffee Shop Corp.,5940,Queens,11385,"5940 Myrtle Ave , Queens, NY",40.700509,-73.898312
sidewalk,Voyager Espresso,110,Manhattan,11038,"110 William St, Manhattan, NY",40.708782,-74.007196
both,Beach Cafe,1326,Manhattan,10021,"1326 2nd Avenue, Manhattan, NY",40.767398,-73.959379
both,Jin Upper West Side Corporation,462,Manhattan,10024,"462 Amsterdam Ave., Manhattan, NY",40.785287,-73.976781
sidewalk,Rooftop on the Dock by Hornblower,Pier 61,Manhattan,11209,"Pier 61 Chelsea Piers, Manhattan, NY",,
roadway,Hotel Delmano,82,Brooklyn,11249,"82 Berry Street, Brooklyn, NY",40.719663,-73.957918
roadway,Brooklyn Bagel & Coffee Company,63,Manhattan,10003,"63 East 8th Street, Manhattan, NY",40.7309,-73.993119
sidewalk,KORYODANG BAKERY & CAFE,37-02,Queens,11354,"37-02   UNION STREET, Queens, NY",40.762291,-73.827465
openstreets,Le Rivage,340,Manhattan,10036,"340  West 46th , Manhattan, NY",,
sidewalk,Mulberry & Vine,71,Manhattan,10007,"71 Warren Street, Manhattan, NY",40.715079,-74.009989
both,BCD Tofu House,5 West,Manhattan,10001,"5 West 32nd Street, Manhattan, NY",40.747365,-73.985972
roadway,Fortunato Bros,289,Brooklyn,11211,"289  Manhattan ave, Brooklyn, NY",40.713746,-73.945979
both,Isohama Japanese Restaurant,1666,Manhattan,10128,"1666  93rd st 3rd ave , Manhattan, NY",,
both,GRILL MASTER BK INC,717,Brooklyn,11220,"717 61ST STREET, Brooklyn, NY",40.635897,-74.011775
both,Isohama,1666,Manhattan,10128,"1666 93rd St 3rd ave , Manhattan, NY",,
both,Threes Brewing,333,Brooklyn,11217,"333 Douglass Street, Brooklyn, NY",40.679618,-73.982514
sidewalk,yugen japanese crepes and coffee,1452,Brooklyn,11273,"1452 Myrtle ave, Brooklyn, NY",40.698973,-73.916678
sidewalk,Suyo gastrofusion,1401,Bronx,10452,"1401 Plaza dr, Bronx, NY",40.840501,-73.918004
both,Brookvin,381,Brooklyn,11215,"381 7TH AVENUE, Brooklyn, NY",40.665345,-73.98286
sidewalk,the moonlight mile,200,Brooklyn,11222,"200 Franklin Street, C-1, Brooklyn, NY",40.732328,-73.957982
roadway,CHEZ MA TANTE,90,Brooklyn,11222,"90 CALYER STREET, Brooklyn, NY",40.727017,-73.957571
both,Jook Sing,135B,Brooklyn,11249,"135B North 5th Street, Brooklyn, NY",40.716947,-73.959248
roadway,South,629,Brooklyn,11215,"629 5th ave, Brooklyn, NY",40.663304,-73.991375
sidewalk,PILAR EXPRESS CORP.,502,Bronx,10454,"502 EAST 138TH STREET, STORE 4, Bronx, NY",40.807672,-73.919518
sidewalk,Divino,16402,Queens,11414,"16402 Crossbay Blvd, Queens, NY",40.650537,-73.837747
both,The Full Shilling,160,Manhattan,10005,"160 Pearl, Manhattan, NY",,
both,B.B.'s Bar and Grill,460949215,Queens,11358,"460949215 17157 46th Avenue, Flushing, NY 11358, Queens, NY",,
sidewalk,Taqueria San Pedro,3662,Manhattan,10031,"3662 Broadway, Manhattan, NY",40.830409,-73.947535
both,KOREAN BBQ RESTAURANT,41-05,Queens,11355,"41-05 150th street, Queens, NY",40.762471,-73.813852
both,Benny's Burritos,111-113,Manhattan,10014,"111-113 Greenwich Avenue, Manhattan, NY",40.737992,-74.001963
openstreets,Choveaux,326,Manhattan,10036,"326 West 46th street, Manhattan, NY",40.760186,-73.988882
sidewalk,Strip House,13 E,Manhattan,10003,"13 E 12th St., Manhattan, NY",40.734342,-73.993772
sidewalk,Smorgas Chef at Scandinavia House,58,Manhattan,10016,"58 Park Avenue, Manhattan, NY",40.749299,-73.979738
roadway,El Palo Bar & Restaurant Corp.,38-12,Queens,11368,"38-12 104 street, Queens, NY",40.751321,-73.862459
both,Swing 46 Jazz & Supper Club,349,Manhattan,10036,"349 West 46 street, Manhattan, NY",40.760392,-73.989315
both,Tacombi,25,Brooklyn,11217,"25  Lafayette Avenue, Brooklyn, NY",40.686853,-73.977991
both,Thai Diva Cuisine,4553,Queens,11377,"4553 46th St, Queens, NY",40.742004,-73.918923
openstreets,Orso,322,Manhattan,10036,"322 West 46th street, Manhattan, NY",40.760153,-73.988803
both,1601 Dominican Valle restaurant Corp,1601,Manhattan,10040,"1601  Saint Nicholas ave , Manhattan, NY",40.855009,-73.929583
both,Sushi SEN-NIN@33,30 east,Manhattan,10016,"30 east 33rd street, Manhattan, NY",40.746983,-73.983193
openstreets,Don't Tell Mama,343-345,Manhattan,10036,"343-345 West 46th Street, Manhattan, NY",40.76034,-73.989196
